SalePrice,LotArea,ExterQual,OverallQual,GrLivArea,TotRmsAbvGrd,YearBuilt,YearRemodAdd,GarageCars,GarageType,TotalBsmtSF,FullBath,PoolArea,Heating,KitchenQual,Neighborhood
122000,9819,TA,5,900,5,1967,1967,1,Detchd,882,1,0,GasA,TA,Sawyer
153575,8730,TA,6,1396,7,1915,2003,1,Detchd,698,1,0,GasA,TA,BrkSide
233230,15611,Gd,8,1919,8,2006,2006,2,Attchd,1079,2,0,GasA,Gd,CollgCr
135900,5687,TA,5,1716,9,1912,2000,0,Not Applicable,780,2,0,GasA,Fa,SWISU
131000,11409,TA,5,1716,8,1949,2008,1,Attchd,768,1,0,GasA,TA,Edwards
235000,16659,TA,7,2263,9,1977,1994,2,Attchd,795,2,0,GasA,Gd,NWAmes
167000,9600,TA,6,1644,7,1953,1953,2,Attchd,1416,1,0,GasA,TA,NAmes
142500,7937,TA,6,1003,6,1984,1984,2,Detchd,1003,1,0,GasA,TA,Mitchel
152000,13710,TA,5,1558,6,1950,1950,1,Attchd,910,1,0,GasA,TA,IDOTRR
239000,7399,Gd,7,1950,7,1997,1998,2,Detchd,975,2,0,GasA,Gd,Somerst
175000,11700,Gd,6,1743,7,1968,1968,2,Attchd,702,1,0,GasA,TA,NWAmes
158500,14000,TA,6,1152,6,1950,2004,1,Attchd,1092,1,0,GasA,Gd,Crawfor
157000,15750,TA,5,1336,5,1953,1953,1,Attchd,1165,1,0,GasA,TA,Crawfor
267000,16226,Gd,8,2452,9,1998,1999,2,Not Applicable,1028,2,0,GasA,Gd,CollgCr
205000,13704,Gd,7,1541,6,2001,2002,3,Attchd,1541,2,0,GasA,Gd,CollgCr
149900,9800,TA,5,894,5,1972,1972,2,Attchd,894,1,0,GasA,TA,CollgCr
305900,10386,Gd,8,2000,8,2004,2005,3,Attchd,2000,2,0,GasA,Gd,CollgCr
225000,13474,Gd,7,2243,8,1990,1991,3,Attchd,700,2,0,GasA,Gd,SawyerW
89500,7920,TA,6,1406,6,1920,1950,0,Not Applicable,319,1,0,GasA,Fa,IDOTRR
82500,12342,TA,4,861,4,1940,1950,2,Detchd,861,1,0,GasA,TA,Edwards
360000,12378,Gd,9,1944,8,2003,2004,3,Attchd,1896,2,0,GasA,Ex,NridgHt
165600,7685,TA,6,1501,6,1993,1994,2,Attchd,697,2,0,GasA,Gd,Gilbert
132000,8000,TA,6,972,5,1948,2002,1,Detchd,972,1,0,GasA,TA,NAmes
119900,7800,TA,5,1118,5,1939,1950,2,Detchd,793,1,0,GasA,TA,OldTown
178000,9600,TA,7,1641,6,1925,1990,2,Detchd,728,1,0,GasA,Ex,OldTown
188500,7795,Gd,7,1432,6,2004,2005,2,Attchd,716,2,0,GasA,Gd,Gilbert
260000,13005,Gd,7,2353,10,1980,1980,2,Attchd,845,2,0,GasA,Ex,NWAmes
270000,9000,Gd,8,1959,8,2006,2006,3,Attchd,1088,2,0,GasA,Gd,Somerst
260000,9900,Gd,7,2646,9,1993,1993,3,Attchd,1347,2,0,GasA,Gd,NoRidge
187500,14115,TA,7,1472,6,1980,1980,2,Attchd,1372,2,0,GasA,TA,NWAmes
342643,16259,TA,9,2596,9,2006,2006,3,Attchd,1249,3,0,GasA,Gd,NridgHt
354000,12099,Gd,8,2468,10,2004,2004,3,Not Applicable,1136,2,0,GasA,Gd,NridgHt
301000,10380,Gd,7,2730,8,1986,1987,2,Attchd,1502,2,0,GasA,Gd,SawyerW
126175,5820,TA,3,1163,6,1955,2005,1,Attchd,1162,1,0,GasA,TA,OldTown
242000,11275,Gd,7,2978,11,1967,2007,2,Not Applicable,710,2,0,GasA,Gd,NAmes
87000,5000,TA,5,803,5,1941,1950,2,Detchd,720,1,0,GasA,TA,IDOTRR
324000,10846,Gd,8,1719,6,1993,1993,2,Attchd,1719,1,0,GasA,Gd,Veenker
145250,11600,TA,6,1383,7,1960,1960,1,Attchd,1383,1,0,GasA,TA,NAmes
214500,11888,TA,6,2134,10,1916,1994,2,Detchd,844,2,0,GasA,Gd,BrkSide
78000,6402,TA,5,1192,6,1920,1950,1,Detchd,596,1,0,GasA,TA,IDOTRR
119000,10624,TA,5,1728,10,1964,1964,1,Detchd,1728,2,0,GasA,TA,NAmes
139000,8176,TA,5,1056,6,1958,1992,1,Attchd,1056,1,0,GasA,TA,NAmes
284000,10655,Gd,8,1629,7,2003,2004,3,Attchd,3206,2,0,GasA,Gd,NridgHt
207000,8198,Gd,7,1358,6,2004,2004,2,Attchd,1358,2,0,GasA,Gd,NridgHt
192000,9042,TA,6,1638,7,1998,1998,2,Attchd,943,2,0,GasA,TA,Gilbert
377426,14157,Gd,9,1922,8,2005,2006,3,Attchd,1922,2,0,GasA,Gd,StoneBr
214000,9135,Gd,7,1536,7,2002,2003,2,Attchd,1536,2,0,GasA,Gd,CollgCr
202500,14145,Gd,7,1621,8,1984,1998,2,Attchd,1208,2,0,GasA,Gd,NWAmes
155000,12400,TA,6,1215,6,1958,1998,1,Attchd,1215,1,0,GasA,TA,NAmes
202900,14191,Gd,8,1908,9,2002,2002,2,Attchd,967,2,0,GasA,Gd,Timber
82000,8400,Fa,4,841,4,1950,1950,1,Not Applicable,721,1,0,GasA,TA,SawyerW
87500,8544,TA,3,1040,6,1949,1950,2,Detchd,0,2,0,Wall,TA,NAmes
266000,8849,Ex,9,1684,6,2005,2005,2,Attchd,1684,2,0,GasA,Ex,NridgHt
85000,2592,TA,5,1112,4,1976,1976,1,Attchd,536,1,0,GasA,TA,MeadowV
140200,6435,TA,6,1577,6,1939,1950,1,Detchd,972,1,0,GasA,Fa,BrkSide
151500,12772,TA,6,958,5,1960,1998,1,Attchd,958,1,0,GasA,TA,NAmes
157500,17600,TA,6,1478,6,1960,1960,2,Attchd,1478,2,0,GasA,TA,NAmes
154000,2448,Gd,7,1626,6,2003,2004,2,Not Applicable,764,2,0,GasA,Gd,NridgHt
318061,7820,Ex,9,1869,6,2007,2007,2,Attchd,1869,2,0,GasA,Ex,NridgHt
190000,5271,TA,7,1453,6,1986,1986,2,Attchd,1453,1,0,GasA,Gd,ClearCr
95000,9084,TA,5,1111,5,1941,1950,1,Detchd,616,1,0,GasA,TA,Edwards
105900,8520,TA,6,720,5,1928,2003,2,Detchd,624,1,0,GasA,TA,OldTown
140000,8400,TA,6,1595,6,1940,2000,1,Attchd,940,1,0,GasA,TA,SWISU
177500,11249,Gd,6,1200,6,1995,1995,2,Attchd,1200,2,0,GasA,Gd,CollgCr
173000,9248,TA,6,1167,6,1992,1992,2,Attchd,1158,2,0,GasA,Gd,Gilbert
134000,4224,TA,5,1142,6,1976,1976,2,Attchd,1142,1,0,GasA,TA,MeadowV
130000,6930,TA,5,1352,6,1958,1958,1,Not Applicable,1062,1,0,GasA,Gd,ClearCr
280000,12011,Gd,8,1924,7,1998,1998,2,Attchd,1086,2,0,GasA,Gd,NoRidge
156000,7540,TA,6,912,5,1978,1978,2,Attchd,888,1,0,GasA,TA,Mitchel
145000,9144,TA,5,1505,8,1940,1982,1,Detchd,883,1,0,GasA,TA,BrkSide
198500,7301,Gd,7,1922,7,2003,2003,2,Not Applicable,0,3,0,GasA,Gd,Edwards
118000,1680,TA,6,987,5,1972,2007,1,Detchd,483,1,0,GasA,Gd,BrDale
190000,18800,TA,6,1574,6,1976,1976,2,Attchd,796,2,0,GasA,TA,NWAmes
147000,10690,TA,5,1344,6,1920,1997,1,Detchd,672,1,0,GasA,TA,IDOTRR
159000,9500,TA,6,1394,6,1963,1963,2,Attchd,1394,1,0,GasA,TA,NAmes
165000,9150,TA,6,1431,6,1962,1962,1,Not Applicable,1099,1,0,GasA,TA,NAmes
132000,7800,TA,5,1268,7,1954,1954,1,Attchd,1268,1,0,GasA,TA,NAmes
162000,9830,TA,5,1287,7,1959,2006,2,Detchd,1063,1,0,GasA,Gd,NAmes
172400,8121,TA,6,1664,7,2000,2000,2,Attchd,953,2,0,GasA,TA,Gilbert
134432,17120,TA,4,1588,7,1959,1959,2,Detchd,0,2,0,GasA,TA,ClearCr
125000,7175,TA,6,752,4,1984,1984,1,Attchd,744,1,0,GasA,TA,SawyerW
123000,10634,TA,5,1319,5,1953,1953,1,Attchd,608,1,0,GasA,TA,NAmes
219500,8200,Gd,7,1928,8,2003,2004,2,Not Applicable,847,2,0,GasA,Gd,CollgCr
61000,10020,Fa,1,904,4,1922,1950,0,Not Applicable,683,0,0,GasA,Fa,Edwards
148000,8846,Gd,5,914,5,1996,1996,2,Detchd,870,1,0,GasA,TA,CollgCr
340000,11143,Gd,8,2466,8,2004,2005,2,Attchd,1580,3,0,GasA,Gd,Somerst
394432,11394,Gd,9,1856,8,2010,2010,3,Attchd,1856,1,0,GasA,Ex,StoneBr
179000,8123,TA,6,1800,7,2000,2000,2,Attchd,982,2,0,GasA,TA,Gilbert
127000,5000,TA,5,1691,6,1924,1950,1,Detchd,1026,2,0,GasA,Gd,SWISU
187750,7200,Gd,7,1301,5,2006,2006,2,Attchd,1293,2,0,GasA,Gd,Somerst
213500,9245,Gd,7,1797,8,2006,2006,2,Attchd,939,2,0,GasA,Gd,CollgCr
76000,9000,TA,6,784,5,1928,1950,2,Detchd,784,1,0,GasA,TA,SawyerW
192000,3182,Gd,8,1269,6,2004,2005,2,Attchd,1256,2,0,GasA,Gd,Blmngtn
81000,8410,TA,5,1184,8,1910,1996,0,Not Applicable,658,1,0,GasA,TA,Edwards
125000,7200,TA,6,1125,6,1976,1976,1,Detchd,1041,1,0,GasA,TA,Edwards
191000,9382,Gd,7,1479,6,1999,2000,2,Attchd,1468,2,0,GasA,Gd,CollgCr
119000,8405,TA,5,1367,7,1900,1950,1,Detchd,861,1,0,GasA,TA,Edwards
215000,12209,TA,6,1961,7,2001,2002,2,Not Applicable,804,2,0,GasA,Gd,Mitchel
106500,8339,TA,5,882,5,1959,1959,1,Attchd,0,1,0,GasA,TA,NAmes
100000,7446,TA,4,788,4,1941,1950,0,Not Applicable,788,1,0,GasA,TA,BrkSide
109000,10134,TA,5,1034,5,1940,1950,1,Detchd,735,1,0,GasA,TA,OldTown
129000,9571,TA,5,1144,6,1956,1956,1,Attchd,1144,1,0,GasA,TA,Edwards
123000,7200,TA,5,894,6,1972,1972,2,Detchd,894,1,0,GasA,TA,CollgCr
169500,7590,TA,5,1812,8,1962,1962,1,Attchd,864,2,0,GasA,TA,NAmes
67000,8967,TA,5,1077,6,1920,1950,1,Detchd,961,1,0,GasA,TA,IDOTRR
241000,8125,Gd,7,1550,7,2006,2007,2,Attchd,1092,2,0,GasA,Gd,Somerst
245500,14963,Gd,8,1288,4,1996,1996,2,Attchd,1260,1,0,GasA,Ex,Veenker
164990,8767,Gd,7,1310,6,2005,2005,2,Attchd,1310,2,0,GasA,Gd,CollgCr
108000,10200,TA,5,672,4,1940,1997,1,Detchd,672,1,0,GasA,TA,Sawyer
258000,12090,Gd,8,2263,10,1998,1998,2,Not Applicable,1141,2,0,GasA,Gd,NoRidge
168000,10364,TA,6,1572,7,1995,1996,2,Not Applicable,806,2,0,GasA,TA,Gilbert
150000,9991,TA,4,1620,8,1976,1993,2,Attchd,1281,2,0,GasA,TA,Sawyer
115000,10480,TA,6,1639,6,1936,1950,1,Detchd,1064,1,0,GasA,TA,SWISU
177000,15576,TA,6,1680,8,1915,1976,1,Attchd,840,2,0,GasA,TA,Crawfor
280000,14154,Gd,7,2172,9,2006,2006,3,Attchd,1063,2,0,GasA,Gd,NridgHt
339750,10800,Gd,8,2078,8,2007,2008,3,Attchd,1034,2,0,GasA,Ex,Somerst
60000,9571,TA,5,1276,5,1958,1958,1,Attchd,1276,1,0,GasA,TA,Edwards
145000,34650,TA,5,1056,5,1955,1955,2,Attchd,1056,1,0,GasA,TA,Gilbert
222000,4403,Ex,7,1478,7,2009,2009,2,Attchd,1470,2,0,GasA,Gd,Somerst
115000,8960,TA,5,1028,5,1927,1950,2,Detchd,1008,1,0,GasA,TA,OldTown
228000,11228,Gd,7,2097,9,1993,1993,3,Attchd,1080,2,0,GasA,Gd,SawyerW
181134,8899,Gd,7,1340,6,2007,2007,2,Attchd,1340,2,0,GasA,Gd,Gilbert
149500,7844,TA,6,1400,6,1978,1978,2,Attchd,672,1,0,GasA,TA,Sawyer
239000,22420,TA,6,2624,10,1918,1950,3,Detchd,1370,2,0,GasW,TA,Crawfor
126000,8160,TA,5,1134,7,1940,1950,1,Detchd,756,1,0,GasA,TA,Edwards
142000,8450,TA,5,1056,6,1968,1968,1,Attchd,1056,1,0,GasA,TA,NAmes
206300,7060,TA,7,1344,8,1997,1998,4,Attchd,1344,2,0,GasA,TA,Mitchel
215000,16635,Gd,6,1602,8,1977,2000,2,Attchd,1602,2,0,GasA,Gd,NWAmes
113000,21750,TA,5,988,4,1954,1954,2,Attchd,988,1,0,GasA,TA,Mitchel
315000,9200,Gd,8,2630,8,1998,1998,3,Attchd,1470,2,0,GasA,Gd,NoRidge
139000,9000,TA,6,1196,6,1956,1956,1,Attchd,1196,1,0,GasA,TA,NAmes
135000,3378,TA,7,1389,6,1946,1992,1,Detchd,651,1,0,GasA,TA,OldTown
275000,12800,Gd,7,1644,5,1989,1989,2,Attchd,1518,2,0,GasA,Gd,SawyerW
109008,8593,TA,4,907,5,1957,1957,1,Detchd,907,1,0,GasA,TA,NAmes
195400,6762,Gd,7,1208,6,2007,2007,2,Attchd,1208,2,0,GasA,Gd,CollgCr
175000,11457,TA,6,1412,6,1988,1988,2,Attchd,1392,2,0,GasA,Gd,Timber
85400,1680,TA,6,987,4,1971,1971,1,Detchd,483,1,0,GasA,TA,BrDale
79900,5586,TA,6,1198,7,1920,1998,0,Not Applicable,901,1,0,GasA,TA,OldTown
122500,1920,TA,5,1365,6,1971,1971,2,Detchd,765,1,0,GasA,TA,BrDale
181000,10839,TA,6,1604,7,1997,1998,2,Attchd,926,2,0,GasA,TA,Gilbert
81000,1890,TA,4,630,3,1972,1972,0,Not Applicable,630,1,0,GasA,TA,MeadowV
212000,10667,Gd,7,1661,6,1996,1996,2,Attchd,799,2,0,GasA,Gd,CollgCr
116000,4400,TA,6,1118,6,1920,1950,2,Detchd,648,1,0,GasA,TA,OldTown
119000,6000,Gd,6,904,4,1926,2004,1,Detchd,884,1,0,GasA,TA,BrkSide
90350,4280,TA,5,694,4,1913,2002,1,Detchd,440,1,0,GasA,Gd,Crawfor
110000,12354,TA,6,1196,7,1920,2000,2,Detchd,684,1,0,GasA,Gd,Edwards
118000,12108,TA,4,1440,8,1955,1955,0,Not Applicable,1440,2,0,GasA,Fa,Edwards
162900,6240,TA,5,1573,8,1930,1992,2,Detchd,1078,2,0,GasA,TA,BrkSide
172500,3922,Gd,7,1258,6,2006,2007,3,Attchd,1258,2,0,GasA,Gd,Blmngtn
210000,8750,Gd,7,1908,8,1994,1995,2,Attchd,915,2,0,GasA,Gd,CollgCr
127500,9855,TA,6,1689,7,1956,1956,2,Attchd,1436,1,0,GasA,TA,Edwards
190000,16492,Gd,6,1888,6,1966,2002,2,Attchd,1517,2,0,GasA,Gd,NAmes
199900,11214,Gd,7,1886,10,1998,1999,2,Attchd,930,2,0,GasA,Gd,Gilbert
119500,8600,TA,6,1376,7,1937,1950,1,Detchd,780,2,0,GasA,TA,IDOTRR
120000,6000,TA,3,1183,6,1948,2002,1,Detchd,649,1,0,GasA,TA,OldTown
110000,5684,TA,6,813,5,1930,2005,1,Detchd,813,1,0,GasA,Gd,OldTown
204000,9303,Gd,6,1756,7,1996,1997,2,Attchd,872,2,0,GasA,TA,Timber
210000,9000,Gd,8,1590,6,2008,2008,2,Attchd,768,2,0,GasA,Gd,Somerst
188000,9297,TA,5,1728,8,1976,1976,2,Detchd,1728,2,0,GasA,TA,Mitchel
175500,9600,TA,7,1242,6,1973,1973,2,Attchd,1242,1,0,GasA,TA,NWAmes
98000,4571,TA,5,1344,7,1916,1950,3,Detchd,624,1,0,GasA,TA,OldTown
161000,5100,TA,8,1666,7,1925,1996,1,Detchd,588,1,0,GasA,Gd,OldTown
110000,7015,TA,5,1203,5,1950,1950,1,Detchd,709,1,0,GasA,Gd,BrkSide
263435,8004,Gd,8,1935,8,2009,2009,2,Not Applicable,832,2,0,GasA,TA,Somerst
155000,7200,Gd,7,1135,6,1936,2007,2,Detchd,560,1,0,GasA,Gd,SWISU
62383,8281,TA,5,864,5,1965,1965,1,Detchd,864,1,0,GasA,TA,Sawyer
188700,11988,TA,6,1660,6,1934,1995,1,Detchd,715,1,0,GasA,TA,Crawfor
124000,8430,TA,5,1040,5,1978,1978,0,Not Applicable,1040,2,0,GasA,TA,CollgCr
178740,3072,Gd,7,1414,6,2004,2004,2,Attchd,1375,2,0,GasA,Gd,Blmngtn
167000,10628,TA,7,1277,5,1970,1970,2,Attchd,1277,1,0,GasA,TA,NAmes
146500,9480,TA,5,1644,7,1942,1995,1,Attchd,728,1,0,GasA,Gd,NAmes
250000,11428,Gd,8,1634,7,2006,2006,3,Attchd,1626,2,0,GasA,Gd,NridgHt
187000,9291,Gd,6,1710,7,1993,1993,2,Attchd,832,2,0,GasA,Gd,SawyerW
212000,6820,Gd,8,1502,4,1985,1985,2,Attchd,1488,1,0,GasA,Gd,StoneBr
190000,11952,TA,7,1969,8,1977,1977,2,Attchd,808,2,0,GasA,TA,NWAmes
148000,3675,TA,6,1072,5,2005,2005,2,Not Applicable,547,1,0,GasA,TA,Edwards
251000,5330,Gd,8,1652,6,2000,2000,2,Attchd,1494,2,0,GasA,Ex,StoneBr
132500,8480,TA,5,970,5,1963,1963,2,Detchd,970,1,0,GasA,TA,Sawyer
208900,13125,TA,6,1493,7,1997,1998,2,Attchd,1478,2,0,GasA,Gd,CollgCr
380000,13693,Ex,9,2643,9,2006,2006,3,Not Applicable,2153,2,0,GasA,Ex,NridgHt
297000,10637,Gd,8,1718,7,2007,2008,3,Attchd,1705,2,0,GasA,Gd,CollgCr
89471,5925,TA,4,1131,7,1937,2000,2,Detchd,907,1,0,GasA,TA,OldTown
326000,16033,Gd,9,1850,8,2004,2005,3,Attchd,1833,2,0,GasA,Gd,NridgHt
374000,11846,Gd,9,1792,6,2003,2004,3,Attchd,1792,2,0,GasA,Ex,NridgHt
155000,2500,Gd,7,1826,7,1915,2005,1,Attchd,910,1,0,GasA,Ex,OldTown
164000,4500,TA,6,1216,5,1998,1998,2,Attchd,1216,2,0,GasA,TA,Mitchel
132500,7758,TA,5,999,6,1962,2001,1,Detchd,999,1,0,GasA,Gd,Sawyer
147000,9600,Gd,5,1113,5,1950,2007,1,Attchd,1113,1,0,GasA,Gd,NAmes
156000,10289,TA,5,1073,6,1965,1965,2,Attchd,1073,1,0,GasA,TA,NAmes
175000,12243,TA,5,1484,7,1971,1971,2,Attchd,1484,2,0,GasA,TA,NWAmes
160000,10800,TA,5,2414,10,1900,1970,2,Attchd,954,2,0,GasA,TA,OldTown
86000,1526,TA,4,630,3,1970,2002,1,Attchd,630,1,0,GasA,Gd,MeadowV
115000,2665,TA,5,1304,4,1976,1976,1,Not Applicable,264,1,0,GasA,TA,MeadowV
133000,9490,TA,6,1578,5,1941,1950,1,Attchd,806,1,0,GasA,Fa,NAmes
172785,15578,Gd,6,1456,8,2006,2006,2,Attchd,728,2,0,GasA,TA,Gilbert
155000,7931,TA,5,1269,6,1960,1960,1,Detchd,1269,1,0,GasA,TA,NAmes
91300,5784,TA,5,886,4,1938,1996,1,Attchd,190,1,0,GasA,TA,OldTown
34900,7879,TA,4,720,4,1920,1950,0,Not Applicable,720,1,0,GasA,TA,IDOTRR
184000,9120,TA,7,1820,8,1925,1950,1,Detchd,1026,2,0,GasA,TA,BrkSide
130000,7800,TA,5,899,5,1967,2004,1,Attchd,864,1,0,GasA,Gd,Sawyer
120000,7535,TA,5,912,5,1958,1985,1,Attchd,912,1,0,GasA,TA,NAmes
113000,1890,TA,6,1218,7,1973,1973,1,Detchd,672,1,0,GasA,TA,BrDale
226700,9803,Gd,7,1768,7,2005,2005,2,Attchd,866,2,0,GasA,Gd,Somerst
140000,9170,TA,5,1214,6,1965,1965,2,Detchd,1214,1,0,GasA,TA,Edwards
289000,15602,TA,7,1801,6,1959,1997,2,Attchd,1501,2,0,GasA,TA,Crawfor
147000,2308,TA,6,1322,6,1974,1974,2,Attchd,855,2,0,GasA,TA,NPkVill
124500,7596,TA,5,1960,10,1952,1952,2,Detchd,960,2,0,GasA,TA,OldTown
215000,9554,Gd,8,1911,8,1993,1994,2,Attchd,777,2,0,GasA,Gd,SawyerW
208300,7862,Gd,6,1218,4,2009,2009,2,Attchd,1218,2,0,GasA,Gd,Somerst
161000,9600,TA,7,1378,7,1928,2005,2,Detchd,689,2,0,GasA,Gd,OldTown
124500,9600,TA,5,1041,6,1959,1959,1,Attchd,1041,1,0,GasA,TA,NAmes
164900,14559,Gd,5,1363,6,1951,2000,1,Not Applicable,1008,1,0,GasA,TA,NAmes
202665,6792,Gd,7,1368,6,2005,2006,2,Attchd,1368,2,0,GasA,Gd,NridgHt
129900,9100,TA,5,864,5,1958,1958,2,Detchd,864,1,0,GasA,TA,NAmes
134000,9187,TA,6,1080,5,1983,1983,2,Attchd,1084,1,0,GasA,TA,Mitchel
96500,10594,TA,5,789,5,1926,1950,1,Detchd,768,1,0,Grav,TA,Crawfor
402861,12220,Ex,10,2020,9,2009,2009,3,Attchd,2006,2,0,GasA,Ex,NridgHt
158000,10448,TA,6,2119,7,1972,1972,2,Attchd,689,2,0,GasA,TA,NWAmes
265000,10208,Gd,7,2344,7,1996,1997,3,Attchd,1264,2,0,GasA,Gd,NoRidge
211000,9531,TA,6,1796,7,1998,1998,2,Attchd,794,2,0,GasA,TA,CollgCr
234000,10918,Gd,7,2080,9,1926,2004,1,Detchd,1276,1,0,GasA,Gd,Crawfor
106250,10800,TA,4,1294,7,1900,2000,0,Not Applicable,0,2,0,GasA,TA,OldTown
150000,11988,TA,6,1244,6,1957,1957,1,Attchd,1244,1,0,GasA,TA,NAmes
159000,5000,TA,6,1664,7,1947,1950,2,Detchd,1004,2,0,GasA,TA,BrkSide
315750,11787,Gd,7,2398,8,1996,1997,3,Attchd,1379,2,0,GasA,Gd,NoRidge
176000,7500,Gd,7,1266,6,2005,2005,2,Attchd,1257,2,0,GasA,Gd,Somerst
132000,13300,TA,5,928,4,1956,2000,1,Attchd,928,1,0,GasA,TA,NAmes
86000,9098,TA,4,605,5,1920,2002,0,Not Applicable,528,1,0,GasA,TA,Edwards
175000,10200,Gd,6,1509,5,1988,1989,2,Attchd,1461,2,0,GasA,Gd,Timber
128000,6155,TA,6,1362,6,1920,1999,2,Detchd,611,2,0,GasA,TA,BrkSide
107500,7200,TA,5,827,5,1955,2007,1,Detchd,0,1,0,GasA,TA,NAmes
39300,5000,Fa,1,334,2,1946,1950,0,Not Applicable,0,1,0,GasA,Fa,BrkSide
178000,9056,Gd,8,1414,6,2004,2004,2,Attchd,707,2,0,GasA,Gd,Gilbert
107500,7000,TA,5,1347,5,1910,1991,0,Not Applicable,1117,1,0,GasA,TA,Edwards
188000,8924,TA,7,1724,8,1998,1999,2,Attchd,880,2,0,GasA,Gd,CollgCr
111250,12735,TA,4,864,5,1972,1972,2,Detchd,864,1,0,GasA,TA,NAmes
158000,11553,TA,5,1159,7,1968,1968,1,Attchd,1051,1,0,GasA,TA,Sawyer
272000,11423,Gd,8,1601,6,2001,2002,2,Attchd,1581,2,0,GasA,Gd,CollgCr
315000,14601,Ex,9,1838,8,2006,2006,3,Attchd,1838,2,0,GasA,Ex,Timber
248000,11000,Gd,8,2285,8,2000,2000,3,Not Applicable,969,2,0,GasA,Gd,NoRidge
213250,10140,Gd,7,1680,7,1998,1999,2,Attchd,1650,2,0,GasA,Gd,NWAmes
133000,4058,TA,7,767,4,1998,1998,1,Attchd,723,1,0,GasA,TA,NAmes
179665,17104,Gd,7,1496,7,2006,2006,2,Attchd,654,2,0,GasA,Gd,Gilbert
229000,13837,Gd,7,2183,9,1988,1988,3,Attchd,1204,2,0,GasA,Gd,NWAmes
210000,8737,TA,6,1635,6,1923,1950,2,Detchd,1065,1,0,GasA,TA,BrkSide
129500,7244,TA,5,768,5,1970,1970,2,Detchd,768,1,0,GasA,TA,Mitchel
125000,8235,TA,5,825,4,1955,1995,2,Detchd,825,1,0,GasA,TA,OldTown
263000,9375,Gd,7,2094,8,2003,2004,2,Not Applicable,912,2,0,GasA,Gd,Somerst
140000,4043,TA,6,1069,4,1977,1977,2,Attchd,1069,2,0,GasA,TA,NPkVill
112500,6000,TA,5,928,5,1957,1957,1,Attchd,928,1,0,GasA,TA,OldTown
255500,11146,Gd,8,1717,7,2006,2006,3,Attchd,1709,2,0,GasA,Gd,NridgHt
108000,8777,TA,4,1126,5,1949,2003,2,Detchd,0,2,0,GasA,Gd,Edwards
284000,10625,Gd,7,2046,8,2003,2004,3,Not Applicable,998,2,0,GasA,Gd,NridgHt
113000,6380,TA,5,1048,5,1922,1950,1,Detchd,993,1,0,GasA,TA,BrkSide
141000,14850,TA,5,1092,6,1957,1957,1,Attchd,1092,1,0,GasA,TA,NAmes
108000,11040,TA,4,1336,7,1920,1950,1,Not Applicable,637,1,0,GasA,TA,IDOTRR
175000,21872,TA,7,1446,6,1996,1997,2,Attchd,729,2,0,GasA,TA,Gilbert
234000,3196,Gd,7,1557,7,2003,2004,2,Attchd,1374,2,0,GasA,Gd,Blmngtn
121500,11341,TA,5,1392,5,1957,1996,2,Detchd,1392,1,0,GasA,TA,Sawyer
170000,10010,TA,5,1389,6,1974,1975,2,Attchd,1389,1,0,GasA,TA,Mitchel
108000,13907,TA,5,996,6,1940,1969,0,Not Applicable,996,1,0,GasA,TA,Edwards
185000,21780,TA,6,1674,8,1918,1950,2,Detchd,1163,2,0,GasA,TA,Edwards
268000,13346,Gd,7,2295,9,1992,2000,2,Attchd,1095,2,0,GasA,Gd,NoRidge
128000,6858,TA,6,1647,6,1915,1950,1,Detchd,806,1,0,GasA,Fa,SWISU
325000,11198,Gd,9,2504,11,2005,2007,3,Not Applicable,1122,2,0,GasA,Ex,StoneBr
214000,10171,Gd,7,1535,7,2004,2004,2,Attchd,1517,2,0,GasA,Gd,NridgHt
316600,12327,Gd,8,2132,5,1983,2009,2,Not Applicable,1496,1,0,GasA,Gd,SawyerW
135960,7032,TA,5,943,4,1979,1979,2,Detchd,943,1,0,GasA,TA,NAmes
142600,13101,TA,5,1728,10,1965,1965,2,Detchd,1728,2,0,GasA,TA,NAmes
120000,7332,TA,6,864,4,1959,1959,1,Attchd,864,1,0,GasA,Gd,NAmes
224500,13159,TA,7,1692,6,2009,2009,2,Attchd,846,2,0,GasA,Gd,Timber
170000,9967,TA,7,1430,8,2000,2000,2,Not Applicable,384,2,0,GasA,TA,Gilbert
139000,10500,TA,5,1109,5,1971,2005,1,Not Applicable,372,1,0,GasA,TA,NAmes
118500,8480,TA,5,1216,6,1947,1950,1,Detchd,832,1,0,GasA,TA,NAmes
145000,6292,TA,7,1477,6,1928,1950,1,Detchd,861,2,0,GasA,TA,SWISU
164500,11777,TA,5,1320,6,1966,1966,2,Attchd,1164,1,0,GasA,TA,Sawyer
146000,3604,Gd,7,1392,5,2007,2007,2,Detchd,689,2,0,GasA,Gd,Somerst
131500,12150,TA,5,1795,7,1954,1954,1,Attchd,1050,2,0,GasA,TA,OldTown
181900,14585,TA,6,1429,7,1960,1987,2,Attchd,1144,1,0,GasA,Gd,NAmes
253293,12704,Ex,8,2042,8,2008,2009,3,Attchd,2042,2,0,GasA,Ex,NridgHt
118500,11841,TA,6,816,5,1990,1990,0,Not Applicable,816,1,0,GasA,TA,Edwards
325000,13500,Ex,10,2775,9,1893,2000,2,Detchd,1237,3,0,GasA,Gd,OldTown
133000,6120,TA,4,1573,6,1935,1995,1,Detchd,884,1,0,GasA,Gd,BrkSide
