Series ID,Series Name,Units,Region Name,Region Code,8/1/2024,9/1/2024,10/1/2024,11/1/2024,12/1/2024,1/1/2025,2/1/2025,3/1/2025,4/1/2025,5/1/2025,Ave_Before,Ave_After
JACUR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Jackson, TN",27180,4,4.2,4.2,4.2,4.2,4.2,4.1,4,3.9,3.9,4.16,4.02
JACK212UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Jacksonville, FL",27260,3.5,3.5,3.5,3.5,3.5,3.6,3.6,3.7,3.7,3.8,3.5,3.68
JACK337UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Jacksonville, NC",27340,3.8,3.7,3.7,3.7,3.7,3.7,3.6,3.7,3.7,3.8,3.72,3.7
JANE555UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Janesville-Beloit, WI",27500,3.2,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.5,3.6,3.28,3.46
JEFUR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Jefferson City, MO",27620,3.2,3.1,3.1,3.1,3.1,3,3,3.1,3.1,3.2,3.12,3.08
JOHN747UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Johnson City, TN",27740,3.7,3.8,3.9,3.9,3.9,3.9,3.8,3.7,3.6,3.6,3.84,3.72
JOHN742UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Johnstown, PA",27780,4.3,4.3,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.5,4.36,4.42
JORUR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Jonesboro, AR",27860,3.2,3.3,3.3,3.3,3.3,3.3,3.4,3.5,3.5,3.5,3.28,3.44
JOPL929UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Joplin, MO",27900,3.6,3.6,3.5,3.5,3.5,3.5,3.6,3.7,3.8,3.8,3.54,3.68
KALA026UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Kalamazoo-Portage, MI",28020,4.4,4.5,4.5,4.6,4.6,4.7,4.8,4.8,4.9,5,4.52,4.84
KANK117UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Kankakee, IL",28100,5.7,5.6,5.4,5.4,5.4,5.2,5.1,4.9,4.8,4.8,5.5,4.96
KANS129UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Kansas City, MO-KS",28140,3.6,3.6,3.6,3.6,3.6,3.7,3.8,3.8,3.9,3.9,3.6,3.82
KENN453UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Kennewick-Richland, WA",28420,5.1,5,5,4.9,4.9,4.8,4.7,4.6,4.6,4.7,4.98,4.68
KILL648UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Killeen-Temple, TX",28660,4.6,4.6,4.6,4.6,4.6,4.5,4.5,4.5,4.5,4.5,4.6,4.5
KING747UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Kingsport-Bristol-Bristol, TN-VA",28700,3.7,3.8,3.9,3.9,3.8,3.8,3.7,3.7,3.6,3.7,3.82,3.7
KING736UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Kingston, NY",28740,3.6,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.4,3.4,3.52,3.46
KNOX947UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Knoxville, TN",28940,3.3,3.4,3.4,3.4,3.4,3.4,3.3,3.2,3.1,3.1,3.38,3.22
KOKO018UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Kokomo, IN",29020,6.2,6.3,6.3,6.3,6.3,7,6.7,6.2,6.1,5.9,6.28,6.38
LACR155UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"La Crosse-Onalaska, WI-MN",29100,2.8,2.8,2.8,2.8,2.8,2.8,2.7,2.7,2.7,2.8,2.8,2.74
LAFA122UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Lafayette, LA",29180,3.9,4,4.1,4,4,3.9,3.9,3.9,3.8,3.9,4,3.88
LAKE322UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Lake Charles, LA",29340,4.7,4.8,4.9,4.9,4.9,4.8,4.7,4.8,4.7,4.7,4.84,4.74
LAKE412UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Lakeland-Winter Haven, FL",29460,4.3,4.3,4.3,4.3,4.3,4.3,4.4,4.4,4.5,4.6,4.3,4.44
LANC542UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Lancaster, PA",29540,2.9,2.9,3,3,3,3,3,3.1,3.1,3.1,2.96,3.06
LANS626UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Lansing-East Lansing, MI",29620,4.5,4.6,4.7,4.7,4.7,4.7,4.8,4.9,5,5,4.64,4.88
LARE748UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Laredo, TX",29700,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.3,4.4,4.5,4.2,4.32
LASC735UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Las Cruces, NM",29740,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5,4.9,4.9,5.1,5
LASV832UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Las Vegas-Henderson-Paradise, NV",29820,6,6,6,6,6,6,6,5.9,5.8,5.7,6,5.88
LAWR920UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Lawrence, KS",29940,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4
LAWT040UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Lawton, OK",30020,3.6,3.6,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.4,3.54,3.48
LEBA142UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Lebanon, PA",30140,3.1,3.1,3.2,3.2,3.2,3.2,3.3,3.4,3.4,3.5,3.16,3.36
LEWI316UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Lewiston, ID-WA",30300,3.8,3.8,3.7,3.7,3.7,3.6,3.5,3.4,3.4,3.4,3.74,3.46
LEXI421UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Lexington-Fayette, KY",30460,4.4,4.4,4.5,4.5,4.5,4.4,4.3,4.3,4.2,4.1,4.46,4.26
LIMA639UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Lima, OH",30620,4.5,4.5,4.6,4.6,4.6,4.6,4.7,4.8,4.9,5,4.56,4.8
LINC731UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Lincoln, NE",30700,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.8,2.7,2.72
LRSUR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Little Rock-North Little Rock-Conway, AR",30780,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.3,3.36
LOGA849UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Logan, UT-ID",30860,3,3,2.9,2.9,2.9,2.9,2.8,2.7,2.7,2.7,2.94,2.76
LONG948UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Longview, TX",30980,4.8,4.9,4.9,4.9,4.9,4.8,4.8,4.7,4.6,4.6,4.88,4.7
LONG053UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Longview, WA",31020,5.3,5.4,5.3,5.3,5.3,5.2,5.2,5,4.9,4.9,5.32,5.04
LOSA106UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Los Angeles-Long Beach-Anaheim, CA",31080,5.6,5.7,5.7,5.6,5.6,5.5,5.5,5.4,5.3,5.3,5.64,5.4
LOIUR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Louisville/Jefferson County, KY-IN",31140,4.8,4.8,4.8,4.8,4.8,4.7,4.7,4.6,4.7,4.5,4.8,4.64
LUBB148UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Lubbock, TX",31180,3.6,3.6,3.6,3.6,3.6,3.5,3.5,3.5,3.4,3.5,3.6,3.48
LYNC351UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Lynchburg, VA",31340,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3.5,3.6,3.7,3.3,3.5
MACO413UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Macon-Bibb County, GA",31420,4.4,4.4,4.3,4.3,4.3,4.2,4.2,4.2,4.2,4.1,4.34,4.18
MADE406UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Madera, CA",31460,7.8,7.8,7.9,7.9,7.9,,,,,,7.86,#DIV/0!
MADI555UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Madison, WI",31540,2.4,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.48,2.52
MANS939UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Mansfield, OH",31900,5.1,5.1,5.1,5.1,5.1,5.1,5.2,5.4,5.5,5.6,5.1,5.36
MCAL548UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"McAllen-Edinburg-Mission, TX",32580,6.1,6.1,6.1,6.1,6.1,5.9,5.9,5.9,5.9,6.1,6.1,5.94
MEDF741UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Medford, OR",32780,4.9,5,5,5,5,5.1,5.1,5.2,5.1,5.2,4.98,5.14
MPHUR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Memphis, TN-MS-AR",32820,4.3,4.4,4.5,4.5,4.5,4.5,4.5,4.5,4.4,4.4,4.44,4.46
MERC906UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Merced, CA",32900,9.9,9.9,9.8,9.8,9.8,9.8,9.7,9.6,9.6,9.7,9.84,9.68
MIAM112UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Miami-Fort Lauderdale-West Palm Beach, FL",33100,3,3,3,3,2.9,3,3,3.1,3.1,3.2,2.98,3.08
MICH118UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Michigan City-La Porte, IN",33140,4.9,5,5,5,5,4.9,4.8,4.5,4.3,4.2,4.98,4.54
MIDL248UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Midland, TX",33260,3,3,3,3,3,3,3,3,3,3,3,3
MILW355UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Milwaukee-Waukesha-West Allis, WI",33340,3.2,3.3,3.3,3.3,3.3,3.4,3.5,3.5,3.5,3.6,3.28,3.5
MINN427UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,3,2.9,2.9,2.8,2.8,2.8,2.9,3,3,3.1,2.88,2.96
MISS530UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Missoula, MT",33540,2.9,2.9,2.9,2.8,2.9,2.7,2.7,2.6,2.6,2.7,2.88,2.66
MOBI601UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Mobile, AL",33660,3.7,3.8,3.9,4,3.9,3.9,3.9,4,4,4,3.86,3.96
MODE706UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Modesto, CA",33700,7,7,7,7,7,6.9,6.8,6.8,6.8,6.8,7,6.82
MONR722UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Monroe, LA",33740,5,5.2,5.3,5.3,5.2,5.1,5.1,5.1,5.1,5.1,5.2,5.1
MONR726UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Monroe, MI",33780,5.8,5.9,6,6,5.9,6,6.2,6.2,6.1,6,5.92,6.1
MONT801UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Montgomery, AL",33860,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.28,3.3
MORG054UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Morgantown, WV",34060,3.4,3.4,3.4,3.4,3.4,3.4,3.3,3.2,3.2,3.1,3.4,3.24
MORR147UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Morristown, TN",34100,3.7,3.8,3.8,3.8,3.8,3.7,3.7,3.6,3.5,3.5,3.78,3.6
MOUN553UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Mount Vernon-Anacortes, WA",34580,5.1,5.1,5.1,5,5,4.8,4.7,4.5,4.4,4.4,5.06,4.56
MUNC618UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Muncie, IN",34620,4.8,4.8,4.8,4.8,4.8,4.7,4.6,4.4,4.1,4,4.8,4.36
MUSK726UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Muskegon, MI",34740,5.4,5.6,5.7,5.7,5.7,5.8,6,6.1,6.2,6.2,5.62,6.06
MYRT845UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",34820,5.1,5.1,5,5,5,4.9,4.9,4.9,4.9,4.9,5.04,4.9
NAPA906UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Napa, CA",34900,4,4,4,4,4,3.9,3.9,3.9,4,4,4,3.94
NAPL912UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Naples-Immokalee-Marco Island, FL",34940,3.4,3.4,3.4,3.4,3.4,3.5,3.7,3.8,3.9,3.9,3.4,3.76
NASH947UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,3,3.1,3.1,3.1,3.1,3.1,3.1,3,2.9,2.9,3.08,3
NEWO322UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"New Orleans-Metairie, LA",35380,4,4,4.1,4.3,4.4,,,,,,4.16,#DIV/0!
NEWY636UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"New York-Newark-Jersey City, NY-NJ-PA",35620,4.7,4.7,4.7,4.7,4.7,4.6,4.5,4.4,4.4,4.3,4.7,4.44
NILE626UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Niles-Benton Harbor, MI",35660,5.4,5.5,5.6,5.6,5.5,5.6,5.7,5.8,5.8,5.8,5.52,5.74
OCAL112UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Ocala, FL",36100,4.4,4.4,4.3,4.3,4.3,4.3,4.4,4.4,4.5,4.5,4.34,4.42
OCEA134UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Ocean City, NJ",36140,7.6,7.6,7.6,7.6,7.5,,,,,,7.58,#DIV/0!
ODES248UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Odessa, TX",36220,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6
OGDE249UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Ogden-Clearfield, UT",36260,3.1,3.1,3.1,3.1,3.1,3,3,3,3,3,3.1,3
OKLA440UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Oklahoma City, OK",36420,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3,2.9,3.1,3.04
OLYM553UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Olympia-Tumwater, WA",36500,4.6,4.6,4.6,4.6,4.6,4.5,4.5,4.3,4.2,4.1,4.6,4.32
OMAH531UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Omaha-Council Bluffs, NE-IA",36540,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1
ORLA712UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Orlando-Kissimmee-Sanford, FL",36740,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.5,3.5,3.6,3.4,3.48
OSHK755UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Oshkosh-Neenah, WI",36780,2.7,2.7,2.8,2.8,2.8,2.8,2.8,2.8,2.9,2.9,2.76,2.84
OWNUR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Owensboro, KY",36980,5.2,5.3,5.4,5.3,5.3,5.2,5.1,5,4.8,4.7,5.3,4.96
OXNA106UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Oxnard-Thousand Oaks-Ventura, CA",37100,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.6,4.7,4.7,4.7,4.68
PALM312UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Palm Bay-Melbourne-Titusville, FL",37340,3.6,3.6,3.6,3.6,3.6,3.6,3.7,3.8,3.8,3.9,3.6,3.76
PANA412UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Panama City, FL",37460,3.5,3.5,3.4,3.4,3.4,3.4,3.5,3.6,3.6,3.7,3.44,3.56
PARK654UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Parkersburg-Vienna, WV",37620,4.3,4.3,4.2,4.2,4.2,4.2,4,3.9,3.8,3.8,4.24,3.94
PENS812UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Pensacola-Ferry Pass-Brent, FL",37860,3.6,3.6,3.6,3.6,3.6,3.7,3.7,3.8,3.9,3.9,3.6,3.8
PEOR917UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Peoria, IL",37900,4.9,4.8,4.7,4.7,4.7,4.6,4.6,4.4,4.3,4.3,4.76,4.44
PHIL942UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,3.9,3.9,3.9,3.9,3.9,3.9,3.9,4,4,4.1,3.9,3.98
PHOE004UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Phoenix-Mesa-Scottsdale, AZ",38060,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.5,3.5,3.6,3.4,3.48
PBFUR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Pine Bluff, AR",38220,4.7,4.6,4.7,4.8,4.9,,,,,,4.74,#DIV/0!
PITT342UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Pittsburgh, PA",38300,3.7,3.7,3.7,3.7,3.7,3.8,3.8,3.8,3.8,3.9,3.7,3.82
POCA516UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Pocatello, ID",38540,4.1,4.1,4.1,4.1,4.1,4.1,4,3.9,3.9,3.8,4.1,3.94
PORT941UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Portland-Vancouver-Hillsboro, OR-WA",38900,4,4.1,4.2,4.2,4.2,4.3,4.4,4.5,4.4,4.5,4.14,4.42
PORT912UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Port St. Lucie, FL",38940,3.9,3.9,3.9,3.9,3.9,3.9,4,4.1,4.1,4.2,3.9,4.06
PRES104UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Prescott, AZ",39140,3.2,3.3,3.3,3.4,3.4,,,,,,3.32,#DIV/0!
PROV349UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Provo-Orem, UT",39340,3.4,3.4,3.4,3.4,3.4,3.3,3.2,3.1,3.1,3.2,3.4,3.18
PUEB308UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Pueblo, CO",39380,6.2,6.3,6.4,6.4,6.3,6.3,6.3,6.2,6.2,6.2,6.32,6.24
PUNT412UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Punta Gorda, FL",39460,4.3,4.3,4.4,4.4,4.4,4.5,4.6,4.6,4.6,4.7,4.36,4.6
RACI555UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Racine, WI",39540,3.5,3.6,3.6,3.6,3.6,3.7,3.8,3.8,3.8,3.9,3.58,3.8
RALE537UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Raleigh, NC",39580,3.1,3.1,3.1,3.1,3.1,3.1,3,3,3.1,3.1,3.1,3.06
RAPI646UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Rapid City, SD",39660,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.7,1.8,1.8,1.78
READ742UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Reading, PA",39740,3.7,3.7,3.7,3.7,3.7,3.8,3.8,3.9,3.9,4,3.7,3.88
REDD806UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Redding, CA",39820,5.5,5.5,5.5,5.4,5.4,5.3,5.2,5.2,5.2,5.2,5.46,5.22
RENO932UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Reno, NV",39900,5,5,5,4.9,4.9,4.8,4.7,4.6,4.5,4.5,4.96,4.62
RICH051UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Richmond, VA",40060,3,3,3,3,3,3,3.1,3.1,3.3,3.4,3,3.18
RIVE106UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Riverside-San Bernardino-Ontario, CA",40140,5.4,5.4,5.4,5.4,5.3,5.3,5.2,5.2,5.2,5.2,5.38,5.22
ROAN251UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Roanoke, VA",40220,3,3,3,3,3,3,3,3.1,3.2,3.3,3,3.12
ROCH327UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Rochester, MN",40340,2.6,2.6,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.7,2.54,2.58
ROCH336UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Rochester, NY",40380,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.5,3.6,3.58
ROCK417UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Rockford, IL",40420,5.5,5.4,5.3,5.3,5.3,5.1,5,4.8,4.7,4.7,5.36,4.86
ROCK537UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Rocky Mount, NC",40580,4.8,4.8,4.8,4.8,4.8,4.8,4.7,4.7,4.7,4.8,4.8,4.74
ROME613UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Rome, GA",40660,3.7,3.6,3.6,3.6,3.6,3.5,3.5,3.5,3.5,3.5,3.62,3.5
SACR906UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Sacramento--Roseville--Arden-Arcade, CA",40900,4.8,4.8,4.8,4.8,4.8,4.8,4.7,4.6,4.6,4.7,4.8,4.68
SAGI926UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Saginaw, MI",40980,6.1,6.3,6.4,6.4,6.4,6.6,6.8,6.9,7,7.1,6.32,6.88
STCL027UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"St. Cloud, MN",41060,3.3,3.2,3.2,3.1,3.1,3.1,3.2,3.3,3.4,3.4,3.18,3.28
STGE149UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"St. George, UT",41100,3.5,3.5,3.4,3.4,3.4,3.3,3.2,3.1,3.1,3.2,3.44,3.18
STJO129UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"St. Joseph, MO-KS",41140,3.9,3.8,3.7,3.7,3.7,3.7,3.7,3.7,3.8,3.9,3.76,3.76
STLUR,Unemployment Rate by Metropolitan Statistical Area,Percent,"St. Louis, MO-IL",41180,3.8,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.8,3.8,3.72,3.74
SALE441UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Salem, OR",41420,4.1,4.2,4.2,4.2,4.2,4.3,4.4,4.5,4.4,4.5,4.18,4.42
SALI506UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Salinas, CA",41500,7.3,7.3,7.3,7.2,7.2,7.2,7.1,7.1,7.1,7.1,7.26,7.12
SALT649UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Salt Lake City, UT",41620,3.3,3.3,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.3,3.2
SANA648UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"San Angelo, TX",41660,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.2,3.2,3.2,3.3,3.24
SANA748UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"San Antonio-New Braunfels, TX",41700,3.9,3.9,3.9,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.86,3.8
SAND706UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"San Diego-Carlsbad, CA",41740,4.4,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.3,4.4,4.48,4.38
SANF806UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"San Francisco-Oakland-Hayward, CA",41860,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.2,4.2,4.2,4.3,4.24
SANJ906UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"San Jose-Sunnyvale-Santa Clara, CA",41940,4.3,4.3,4.3,4.3,4.3,4.3,4.2,4.2,4.2,4.2,4.3,4.22
SANL006UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",42020,4.2,4.3,4.3,4.2,4.2,4.2,4.1,4.1,4.1,4.1,4.24,4.12
SANT106UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Santa Cruz-Watsonville, CA",42100,6.1,6.1,6.1,6.1,6,6,5.9,5.9,5.9,6,6.08,5.94
SANT135UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Santa Fe, NM",42140,3.9,4,4,4,3.9,4,3.9,3.8,3.7,3.7,3.96,3.82
SANT006UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Santa Maria-Santa Barbara, CA",42200,4.6,4.6,4.6,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.56,4.42
SANT206UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Santa Rosa, CA",42220,4.2,4.3,4.3,4.3,4.3,4.2,4.2,4.1,4.1,4.1,4.28,4.14
SAVA313UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Savannah, GA",42340,3.2,3.1,3.1,3.1,3.1,3,3,3.1,3.1,3,3.12,3.04
SCRA542UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Scranton--Wilkes-Barre--Hazleton, PA",42540,4.3,4.3,4.2,4.2,4.2,4.3,4.3,4.3,4.4,4.4,4.24,4.34
SEAT653UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Seattle-Tacoma-Bellevue, WA",42660,4.7,4.6,4.5,4.5,4.3,,,,,,4.52,#DIV/0!
SEBA612UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Sebastian-Vero Beach, FL",42680,4.1,4.1,4.2,4.2,4.2,4.3,4.4,4.5,4.5,4.6,4.16,4.46
SHEB155UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Sheboygan, WI",43100,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.8,2.6,2.66
SHER348UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Sherman-Denison, TX",43300,4,4,3.9,3.9,3.9,3.8,3.8,3.7,3.7,3.7,3.94,3.74
SHRE322UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Shreveport-Bossier City, LA",43340,4.5,4.6,4.6,4.6,4.6,4.5,4.5,4.5,4.5,4.5,4.58,4.5
SIOU519UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Sioux City, IA-NE-SD",43580,3,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.3,3.08,3.18
SIOU646UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Sioux Falls, SD",43620,1.7,1.7,1.7,1.8,1.8,1.8,1.8,1.7,1.7,1.7,1.74,1.74
SOUT718UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"South Bend-Mishawaka, IN-MI",43780,5.1,5.1,5.1,5.1,5.1,5,4.8,4.6,4.4,4.3,5.1,4.62
SPAR945UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Spartanburg, SC",43900,4.7,4.7,4.6,4.5,4.5,4.4,4.3,4.3,4.3,4.3,4.6,4.32
SPOK053UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Spokane-Spokane Valley, WA",44060,4.8,4.8,4.7,4.7,4.7,4.6,4.5,4.3,4.2,4.2,4.74,4.36
